timestamp,cpu_usage_forecast,memory_usage_forecast,disk_io_forecast,business_criticality,resource_score,action,cost_impact
2023-01-02 05:00:00,78.58526810897233,83.27827902765165,59.23006417461637,Critical,76.12213059770494,Scale Up,15
2023-01-02 06:00:00,78.95995360756356,83.60144822420821,59.05225515121248,Critical,76.37086230128673,Scale Up,15
2023-01-02 07:00:00,77.62479663917077,83.11849052599872,57.98693051497824,Low,75.34533158038064,No Action,0
2023-01-02 08:00:00,75.0727742777108,82.04993201738547,56.368181781289096,Moderate,73.42500310032887,No Action,0
2023-01-02 09:00:00,71.63395541369442,80.49669815325213,54.1243293851527,Moderate,70.7908530298534,No Action,0
2023-01-02 10:00:00,67.38920677552439,78.456201862849,50.99964755844999,Low,67.43139345830689,Scale Down,-15
2023-01-02 11:00:00,62.41490926050234,75.98003127463394,47.0085047768243,Moderate,63.40316496800621,Scale Down,-15
2023-01-02 12:00:00,57.04096705714536,73.2843221935177,42.636103243761674,Low,59.03300083538032,Scale Down,-15
2023-01-02 13:00:00,51.83084926503771,70.69098159383611,38.57678963949834,Moderate,54.83807703856936,Scale Down,-15
2023-01-02 14:00:00,47.31475729245143,68.46561994853201,35.28193541270467,Low,51.25345171332626,Scale Down,-15
2023-01-02 15:00:00,43.77221188060517,66.72524254457649,32.778833533668156,Critical,48.45944541040916,Scale Down,-15
2023-01-02 16:00:00,41.2908144895767,65.50512118436724,30.929132189069804,Moderate,46.48277003791247,Scale Down,-15
2023-01-02 17:00:00,40.0067400176889,64.8926253161876,29.826296310624326,Moderate,45.4364168658256,Scale Down,-15
2023-01-02 18:00:00,40.21200084570164,65.05364359906113,29.875635556677622,Critical,45.59722061390468,Scale Down,-15
2023-01-02 19:00:00,42.143649267023484,66.08936721953624,31.428074069976205,Moderate,47.184249613367854,Scale Down,-15
2023-01-02 20:00:00,45.62978783337486,67.85668904802877,34.321898160027395,Moderate,50.036280263101546,Scale Down,-15
2023-01-02 21:00:00,49.97872523984427,69.95703114817249,37.8257341881494,Critical,53.54161880200377,Scale Down,-15
2023-01-02 22:00:00,54.313577617828344,71.95600466400082,41.10832283279515,Moderate,56.96525477467344,Scale Down,-15
2023-01-02 23:00:00,58.1260471711238,73.6677093467314,43.836329369201835,Low,59.93060226342168,Scale Down,-15
2023-01-03 00:00:00,61.56779572775012,75.24921710648519,46.34340455452455,Moderate,62.627343906725535,Scale Down,-15
2023-01-03 01:00:00,65.18968445076744,77.0032940310541,49.1960711449205,Moderate,65.53504466368405,No Action,0
2023-01-03 02:00:00,69.32456754323553,79.04816445869686,52.547245429016634,Critical,68.88618219503014,Scale Up,15
2023-01-03 03:00:00,73.63957009790592,81.13811908474496,55.871048565251556,Critical,72.33543048742676,Scale Up,15
2023-01-03 04:00:00,77.24310274888646,82.78723521395045,58.31433636379997,Moderate,75.12058921138836,Scale Up,15
2023-01-03 05:00:00,79.24507631111521,83.5813084858973,59.325649961900766,Low,76.56206069370694,No Action,0
2023-01-03 06:00:00,79.28538339739707,83.40798251259397,58.98228957798156,Low,76.46154436807305,No Action,0
2023-01-03 07:00:00,77.61134964316997,82.42967376727083,57.750888100062355,Moderate,75.0847545717787,Scale Up,15
2023-01-03 08:00:00,74.71657738744798,80.86771867714563,55.96590114019186,Moderate,72.81178452490605,No Action,0
2023-01-03 09:00:00,70.93181292616498,78.82383141386288,53.55602066603432,Moderate,69.82426002044822,No Action,0
2023-01-03 10:00:00,66.33864922164159,76.29618958747659,50.26589754341533,Moderate,66.11136099574684,No Action,0
2023-01-03 11:00:00,61.01423830494268,73.33711988439161,46.11027956602713,Moderate,61.730311030994244,Scale Down,-15
2023-01-03 12:00:00,55.28929589836235,70.16346879836456,41.574748469590475,Moderate,57.008638282608636,Scale Down,-15
2023-01-03 13:00:00,49.72813801389715,67.09782473048281,37.354028188045504,Critical,52.46422206370252,Scale Down,-15
2023-01-03 14:00:00,44.861842859471736,64.40644928292859,33.899862655278454,Low,48.53282874567013,Scale Down,-15
2023-01-03 15:00:00,40.97083196132985,62.20696789811367,31.23991009893539,Critical,45.3954883698861,Scale Down,-15
2023-01-03 16:00:00,38.1436253119073,60.53524124490138,29.236174340796527,Moderate,43.07961989758337,Scale Down,-15
2023-01-03 17:00:00,36.51732757585989,59.479196382018884,27.982464016692795,Low,41.69891550587417,Scale Down,-15
2023-01-03 18:00:00,36.384885423717975,59.205248695048724,27.884418364683956,Moderate,41.5309009933104,Scale Down,-15
2023-01-03 19:00:00,37.984283131524315,59.81508590829129,29.293274930573,Critical,42.79532232436414,Scale Down,-15
2023-01-03 20:00:00,41.14454605199916,61.166068238201575,32.04761536131771,Critical,45.33161656972359,Scale Down,-15
2023-01-03 21:00:00,45.17488965859436,62.8600571766836,35.416341584971796,Moderate,48.528730299296626,Scale Down,-15
2023-01-03 22:00:00,49.1993141143093,64.46307690397353,38.56844857819011,Critical,51.65226984398474,Scale Down,-15
2023-01-03 23:00:00,52.71037636949373,65.7896155583435,41.1708333654815,Moderate,54.32623952534621,Scale Down,-15
2023-01-04 00:00:00,55.86055744211693,66.99711071690503,43.557354860823565,Moderate,56.74088290829469,Scale Down,-15
2023-01-04 01:00:00,59.20149619422576,68.38867349339556,46.29471958771787,Low,59.37629406267512,Scale Down,-15
2023-01-04 02:00:00,63.06677750445761,70.08285480084157,49.536002668884144,Critical,62.46544572625811,No Action,0
2023-01-04 03:00:00,67.12420504990226,71.83425571992264,52.75545887742246,Moderate,65.66347101641242,No Action,0
2023-01-04 04:00:00,70.48281141642545,73.15725004758406,55.100052396370515,Moderate,68.20859120176205,No Action,0
2023-01-04 05:00:00,72.25306876670805,73.63791830944001,56.01840772816604,Moderate,69.42159142181924,No Action,0
2023-01-04 06:00:00,72.07536710379539,73.16417963764901,55.58788393840085,Critical,69.10451423087257,Scale Up,15
2023-01-04 07:00:00,70.19746279486259,71.89871881369012,54.27514898024867,Moderate,67.52337683758806,No Action,0
2023-01-04 08:00:00,67.11332023187337,70.06313539089795,52.414670720781864,Moderate,65.05853487736245,No Action,0
2023-01-04 09:00:00,63.15397776469415,67.75940335453828,49.93513176603817,Critical,61.89183624191619,No Action,0
2023-01-04 10:00:00,58.40124980236935,64.98595849234133,46.58115340271203,Low,58.01264312942948,Scale Down,-15
2023-01-04 11:00:00,52.93243932113985,61.79538548442903,42.36743521313008,Low,53.47832234852466,Scale Down,-15
2023-01-04 12:00:00,47.07834330094768,58.40478983465078,37.77949383983781,Critical,48.616507368836636,Scale Down,-15
2023-01-04 13:00:00,41.40329083080557,55.13702089494177,33.51197313348847,Moderate,43.94514631058301,Scale Down,-15
2023-01-04 14:00:00,36.43830719301292,52.25860378775766,30.016523963322808,Moderate,39.900039525498315,Scale Down,-15
2023-01-04 15:00:00,32.46369780199359,49.88743036181294,27.320700609429245,Critical,36.66221813142653,Scale Down,-15
2023-01-04 16:00:00,29.56780676935006,48.05963057150508,25.286394224243274,Moderate,34.25907140097521,Scale Down,-15
2023-01-04 17:00:00,27.887507081294828,46.86340330329148,24.00729424788677,Low,32.804233381212214,Scale Down,-15
2023-01-04 18:00:00,27.71546240491682,46.46543764246961,23.888916397040383,Moderate,32.57514577460737,Scale Down,-15
2023-01-04 19:00:00,29.289327604685983,46.96769588565495,25.28237254898655,Low,33.791447077836786,Scale Down,-15
2023-01-04 20:00:00,32.43775750785113,48.22781237019968,28.026118660804833,Moderate,36.29244619714643,Scale Down,-15
2023-01-04 21:00:00,36.46956155648691,49.847920623742056,31.38893299834013,Critical,39.46694356503409,Scale Down,-15
2023-01-04 22:00:00,40.508304219915594,51.394312846800666,34.53969084410743,Critical,42.58038413281948,Scale Down,-15
2023-01-04 23:00:00,44.04608310527836,52.68173897938226,37.14517530997466,Moderate,45.256598308448794,Scale Down,-15
2023-01-05 00:00:00,47.23490233712342,53.86788972793134,39.5391388360912,Moderate,47.68564585415935,Scale Down,-15
2023-01-05 01:00:00,50.62591244546513,55.256117988807695,42.28819039307839,Critical,50.347429697990556,Scale Down,-15
2023-01-05 02:00:00,54.552204585596,56.96520224686196,45.54531775936303,Moderate,53.4747265187292,Scale Down,-15
2023-01-05 03:00:00,58.681089229834214,58.74995392684245,48.78469965079566,Low,56.72247072312898,Scale Down,-15
2023-01-05 04:00:00,62.12111197056151,60.12493680658201,51.15323633043111,Moderate,59.32868429334158,Scale Down,-15
2023-01-05 05:00:00,63.98226960116011,60.676397818648326,52.099501134995265,Critical,60.613954373173605,No Action,0
2023-01-05 06:00:00,63.90449344148728,60.29239568147259,51.70081509082171,Critical,60.38012844334976,No Action,0
2023-01-05 07:00:00,62.13510251305728,59.13572470214983,50.42382136215526,Low,58.89303293960464,Scale Down,-15
2023-01-05 08:00:00,59.16764938336665,57.428060709353694,48.602976151121794,Low,56.5328381347138,Scale Down,-15
2023-01-05 09:00:00,55.332789767183876,55.27141761730585,46.16696314875529,Moderate,53.48121279853475,Scale Down,-15
2023-01-05 10:00:00,50.71198773411794,52.66423183492049,42.86041685828495,Low,49.72734678919211,Scale Down,-15
2023-01-05 11:00:00,45.382230727722074,49.65904657188207,38.69806135629389,Critical,45.328441606684436,Scale Down,-15
2023-01-05 12:00:00,39.67403689290886,46.47288120516747,34.165447981878344,Critical,40.61197240438034,Scale Down,-15
2023-01-05 13:00:00,34.151494423938225,43.42845199064543,29.957264195104585,Critical,36.095735648183656,Scale Down,-15
2023-01-05 14:00:00,29.345426240311564,40.79210196507836,26.525211907553004,Critical,32.21538609118989,Scale Down,-15
2023-01-05 15:00:00,25.535973859224026,38.68149020346556,23.896902219970695,Low,29.151814434645818,Scale Down,-15
2023-01-05 16:00:00,22.811355242093367,37.132461850848884,21.934287076712444,Moderate,26.93227359164384,Scale Down,-15
2023-01-05 17:00:00,21.308353616338216,36.23287797738948,20.73111874562378,Critical,25.67026395051071,Scale Down,-15
2023-01-05 18:00:00,21.319577310693425,36.149036270465274,20.692975768242658,Low,25.643094690134824,Scale Down,-15
2023-01-05 19:00:00,23.08265771594858,36.982453885056856,22.171030728783325,Low,27.070271169248013,Scale Down,-15
2023-01-05 20:00:00,26.426254947688456,38.59026653562986,25.00379600999117,Critical,29.790966636531422,Scale Down,-15
2023-01-05 21:00:00,30.65920889324628,40.57405633878779,28.460099838612518,Moderate,33.19384131598198,Scale Down,-15
2023-01-05 22:00:00,34.90513556895645,42.49951242150529,31.708858819403485,Moderate,36.54419327481051,Scale Down,-15
2023-01-05 23:00:00,38.656200781677164,44.180731542327436,34.41688661175155,Moderate,39.46569717588713,Scale Down,-15
2023-01-06 00:00:00,42.06448872870763,45.774703093901465,36.917953359616334,Moderate,42.14824596444752,Scale Down,-15
2023-01-06 01:00:00,45.68123684093713,47.58403290821062,39.77867091907916,Critical,45.07156247674759,Scale Down,-15
2023-01-06 02:00:00,49.83962476445404,49.72670942700397,43.15201328318747,Moderate,48.4682278669657,Scale Down,-15
2023-01-06 03:00:00,54.20704769137073,51.95671419060218,46.51212700564543,Low,51.9929635039951,Scale Down,-15
2023-01-06 04:00:00,57.89212675477145,53.787744727399506,49.00586027562915,Low,54.88355885073141,Scale Down,-15
2023-01-06 05:00:00,60.004919728772826,54.805149139854905,50.08171310167643,Critical,56.460347226678174,No Action,0
2023-01-06 06:00:00,60.18539907529076,54.896058792758986,49.816910796911195,Critical,56.52489933485531,No Action,0
2023-01-06 07:00:00,58.68090001495036,54.22231640763664,48.67797752508548,Low,55.342740434783266,Scale Down,-15
2023-01-06 08:00:00,55.98496151455482,53.004626481030556,46.99922654121447,Moderate,53.29371400982947,Scale Down,-15
2023-01-06 09:00:00,52.42819134501488,51.344016484053846,44.70917423682296,Moderate,50.55913546508819,Scale Down,-15
2023-01-06 10:00:00,48.09196712505217,49.237926012204625,41.55226331962405,Moderate,47.12781403011228,Scale Down,-15
2023-01-06 11:00:00,43.05314761505033,46.737895891280424,37.54300169847014,Moderate,43.05654291460332,Scale Down,-15
2023-01-06 12:00:00,37.642076807547475,44.05994235306504,33.16670056192148,Moderate,38.67236122207755,Scale Down,-15
2023-01-06 13:00:00,32.422620582830504,41.52578252243724,29.11778389665419,Moderate,34.49260182747726,Scale Down,-15
2023-01-06 14:00:00,27.925329268655954,39.40076900979942,25.847667736568408,Critical,30.952428884581487,Scale Down,-15
2023-01-06 15:00:00,24.43002001312226,37.801583730913535,23.383656074719866,Low,28.232216340779164,Scale Down,-15
2023-01-06 16:00:00,22.02453376705493,36.76311232515444,21.587373931614234,Low,26.358675367396643,Scale Down,-15
2023-01-06 17:00:00,20.8452239032266,36.372278182889175,20.552228480350283,Low,25.44474110255011,Scale Down,-15
2023-01-06 18:00:00,21.184216512082756,36.794467051775555,20.683436850988755,Low,25.767135741771796,Scale Down,-15
2023-01-06 19:00:00,23.27860948991785,38.130313507555,22.33179594520852,Moderate,27.54475798626713,Scale Down,-15
2023-01-06 20:00:00,26.956479990021254,40.23610334030462,25.3354304088437,Critical,30.616157078870753,Scale Down,-15
2023-01-06 21:00:00,31.52603789811313,42.712604332842126,28.96277103711123,Critical,34.36935445633145,Scale Down,-15
2023-01-06 22:00:00,36.110225239135765,45.12472942346516,32.38232979023753,Critical,38.06899740465494,Scale Down,-15
2023-01-06 23:00:00,40.2004934746048,47.28583947815463,35.260511043491626,Moderate,41.33810078944711,Scale Down,-15
2023-01-07 00:00:00,43.948176282045004,49.35223002307115,37.930673652455695,Moderate,44.36589187843499,Scale Down,-15
2023-01-07 01:00:00,47.9037290819406,51.62585635046946,40.95901885371783,Low,47.6314252168547,Scale Down,-15
2023-01-07 02:00:00,52.399523146897046,54.22410055142664,44.498113365579925,Moderate,51.3666144119925,Scale Down,-15
2023-01-07 03:00:00,57.102124449338206,56.9003824292743,48.02170246392576,Moderate,55.22551744623655,Scale Down,-15
2023-01-07 04:00:00,61.119309897204175,59.1678823791543,50.676241655033735,Moderate,58.44526799335513,Scale Down,-15
2023-01-07 05:00:00,63.560284130456274,60.611475539111886,51.909849374441634,Critical,60.345554601850026,No Action,0
2023-01-07 06:00:00,64.06416384973737,61.11786363294651,51.79938287721646,Low,60.72731759019593,Scale Down,-15
2023-01-07 07:00:00,62.87743227895482,60.84850182649805,50.811014051708284,Moderate,59.85546949776848,Scale Down,-15
2023-01-07 08:00:00,60.49278658031778,60.02374753975667,49.27872176678392,Critical,58.10926190544267,No Action,0
2023-01-07 09:00:00,57.240009298824404,58.74431969914896,47.13070783939551,Low,55.66944212703599,Scale Down,-15
2023-01-07 10:00:00,53.199675676519334,57.0073856307078,44.11112193223214,Moderate,52.52427791391843,Scale Down,-15
2023-01-07 11:00:00,48.44787102583525,54.864247635017115,40.23420193401175,Moderate,48.73005019022511,Scale Down,-15
2023-01-07 12:00:00,43.31420063719436,52.530714395811835,35.98501329583649,Moderate,44.61331729650803,Scale Down,-15
2023-01-07 13:00:00,38.36183192003158,50.32832350425418,32.057759557602125,Moderate,40.69096492281247,Scale Down,-15
2023-01-07 14:00:00,34.12066205179236,48.52227293597428,28.903662346080026,Critical,37.397745375904464,Scale Down,-15
2023-01-07 15:00:00,30.86990498248734,47.229111646450775,26.549857769846952,Low,34.91365753914829,Scale Down,-15
2023-01-07 16:00:00,28.69685254085123,46.483610702587434,24.857829704741544,Low,33.265075422150154,Scale Down,-15
2023-01-07 17:00:00,27.737366614824232,46.37259400437548,23.920870865959323,Moderate,32.56463568191663,Scale Down,-15
2023-01-07 18:00:00,28.283142410940723,47.0613596146686,24.144110297264255,Moderate,33.08880114932379,Scale Down,-15
2023-01-07 19:00:00,30.570909871875262,48.65046302543918,25.87828261346066,Low,35.056250366261516,Scale Down,-15
2023-01-07 20:00:00,34.428442795808955,50.9961164556592,28.961475152471017,Moderate,38.30535136509644,Scale Down,-15
2023-01-07 21:00:00,39.16371330545338,53.69901670089615,32.66210532848645,Low,42.223982728692825,Scale Down,-15
2023-01-07 22:00:00,43.89949155803482,56.324005562715904,36.1486943744996,Moderate,46.0766863227321,Scale Down,-15
2023-01-07 23:00:00,48.12712265928301,58.68437012272468,39.0876771203733,Moderate,49.486407790533576,Scale Down,-15
2023-01-08 00:00:00,51.997898381976945,60.93632724576049,41.81246240881523,Moderate,52.642339846479665,Scale Down,-15
2023-01-08 01:00:00,56.062294963082785,63.3817467514703,44.889319186786786,Moderate,56.02353534433985,Scale Down,-15
2023-01-08 02:00:00,60.65276484733435,66.13791683797933,48.47089766802867,Critical,59.861937008666715,No Action,0
2023-01-08 03:00:00,65.43601255864576,68.95815372908515,52.031040362670446,Moderate,63.81166047058252,Scale Down,-15
2023-01-08 04:00:00,69.52000739584753,71.35552365160007,54.71631162844164,Moderate,67.1099231190921,No Action,0
2023-01-08 05:00:00,72.01419616293875,72.91477645447483,55.974948193564614,Moderate,69.07652065652475,No Action,0
2023-01-08 06:00:00,72.55798296705609,73.5224773027096,55.88393285196504,Critical,69.51252124473393,Scale Up,15
2023-01-08 07:00:00,71.39817874103201,73.3399337669865,54.90956808805263,Moderate,68.68298311822248,No Action,0
2023-01-08 08:00:00,69.0278433713191,72.58734524829288,53.38596626898887,Moderate,66.96731851394517,No Action,0
2023-01-08 09:00:00,65.77715158119345,71.3652632161555,51.24146352185176,Low,64.54644745981373,Scale Down,-15
2023-01-08 10:00:00,61.72709447528943,69.67067944576465,48.220342628568716,Low,61.40881959708785,Scale Down,-15
2023-01-08 11:00:00,56.954191013821074,67.55471428000637,44.33697151984381,Low,57.61090409488121,Scale Down,-15
2023-01-08 12:00:00,51.788491963766724,65.23299004485804,40.07654086338931,Critical,53.479451168018635,Scale Down,-15
2023-01-08 13:00:00,46.793616103627784,63.02685587478561,36.13337300308615,Low,49.5315394148668,Scale Down,-15
2023-01-08 14:00:00,42.49991203146312,61.20132175525838,32.95880055026294,Critical,46.20211265236166,Scale Down,-15
2023-01-08 15:00:00,39.1870394979597,59.872751914545965,30.58006156942418,Critical,43.67135763722848,Scale Down,-15
2023-01-08 16:00:00,36.942725082999715,59.0757389466051,28.85873186708782,Critical,41.965830598898954,Scale Down,-15
2023-01-08 17:00:00,35.903249256206244,58.89693767949379,27.888185290861504,Low,41.19834299012356,Scale Down,-15
2023-01-08 18:00:00,36.360704891984,59.501489766815155,28.07362067892211,Critical,41.64552351182096,Scale Down,-15
2023-01-08 19:00:00,38.55219437692754,60.9898102879687,29.76583080095292,Critical,43.52620643504496,Scale Down,-15
2023-01-08 20:00:00,42.305834908086595,63.21799040833383,32.80294944985381,Critical,46.67890446651421,Scale Down,-15
2023-01-08 21:00:00,46.92990967740429,65.78662857581988,36.45342897483889,Moderate,50.49162920641589,Scale Down,-15
2023-01-08 22:00:00,51.54746487480296,68.26049423784465,39.885814440493796,Low,54.229043596853636,Scale Down,-15
2023-01-08 23:00:00,55.65008450580472,70.45283129999332,42.76655405083212,Moderate,57.51420245306678,Scale Down,-15
2023-01-09 00:00:00,59.38926065042911,72.51984566886291,45.429060430869136,Moderate,60.53639611204726,Scale Down,-15
2023-01-09 01:00:00,63.31563045427834,74.76343127792403,48.43959779032379,Critical,63.774764168581136,No Action,0
2023-01-09 02:00:00,67.76176772837792,77.3009381413964,51.950804349254526,Critical,67.46132617645878,Scale Up,15
2023-01-09 03:00:00,72.39445934161964,79.8857843735537,55.436504805059826,Critical,71.2502659438879,Scale Up,15
2023-01-09 04:00:00,76.32171908787166,82.03118024348467,58.04324147025847,Moderate,74.37886191103291,No Action,0
2023-01-09 05:00:00,78.65300223166798,83.32206355480322,59.21922651646311,Moderate,76.16696548556759,Scale Up,15
2023-01-09 06:00:00,79.02768773024349,83.64523275135197,59.04141749304998,Critical,76.41569718913733,Scale Up,15
2023-01-09 07:00:00,77.69253076183925,83.16227505313725,57.97609285681068,Low,75.39016646822294,No Action,0
2023-01-09 08:00:00,75.1405084005472,82.09371654459166,56.357344123228,Low,73.46983798829669,Scale Down,-15
2023-01-09 09:00:00,71.70168953636112,80.54048268039043,54.11349172698536,Critical,70.83568791769476,Scale Up,15
2023-01-09 10:00:00,67.45694089817766,78.49998638997748,50.98880990026722,Critical,67.47622834613551,Scale Up,15
2023-01-09 11:00:00,62.48264338317759,76.02381580177499,46.997667118657965,Moderate,63.447999855852885,Scale Down,-15
2023-01-09 12:00:00,57.10870118010581,73.3281067207979,42.62526558582751,Critical,59.07783572345778,No Action,0
2023-01-09 13:00:00,51.898583387707546,70.73476612097318,38.5659519813283,Moderate,54.88291192641138,Scale Down,-15
2023-01-09 14:00:00,47.38249141511051,68.50940447565849,35.27109775453086,Moderate,51.29828660115896,Scale Down,-15
2023-01-09 15:00:00,43.83994600326343,66.76902707170424,32.76799587549509,Low,48.504280298242,Scale Down,-15
2023-01-09 16:00:00,41.358548612244434,65.54890571150305,30.918294530902063,Moderate,46.52760492575354,Scale Down,-15
2023-01-09 17:00:00,40.074474140382314,64.93640984333405,29.81545865246732,Critical,45.48125175368484,Scale Down,-15
2023-01-09 18:00:00,40.279734968394635,65.09742812620955,29.864797898527556,Critical,45.64205550176569,Scale Down,-15
2023-01-09 19:00:00,42.21138338968644,66.13315174666937,31.417236411807878,Critical,47.229084501205605,Scale Down,-15
2023-01-09 20:00:00,45.69752195608444,67.90047357518345,34.31106050188795,Moderate,50.081115150974846,Scale Down,-15
2023-01-09 21:00:00,50.04645936254906,70.00081567532382,37.814896530006024,Moderate,53.586453689872876,Scale Down,-15
2023-01-09 22:00:00,54.38131174052307,71.99978919114682,41.09748517464487,Low,57.010089662534554,Scale Down,-15
2023-01-09 23:00:00,58.19378129381032,73.71149387387379,43.82549171104712,Moderate,59.97543715127672,Scale Down,-15
2023-01-10 00:00:00,61.63552985047496,75.29300163364772,46.332566896392294,Moderate,62.672178794610254,Scale Down,-15
2023-01-10 01:00:00,65.25741857346085,77.04707855820129,49.18523348677355,Moderate,65.57987955154552,No Action,0
2023-01-10 02:00:00,69.39230166593833,79.09194898584943,52.53640777087588,Critical,68.93101708289917,Scale Up,15
2023-01-10 03:00:00,73.70730422061364,81.18190361189887,55.86021090711152,Low,72.38026537529879,Scale Down,-15
2023-01-10 04:00:00,77.3108368715893,82.83101974110072,58.303498705653816,Critical,75.16542409925563,Scale Up,15
2023-01-10 05:00:00,79.31281043378851,83.6250930130364,59.31481230374149,Critical,76.60689558155349,Scale Up,15
2023-01-10 06:00:00,79.35311752007078,83.4517670397291,58.97145191981607,Critical,76.50637925591734,Scale Up,15
2023-01-10 07:00:00,77.67908376587337,82.47345829442241,57.740050441918356,Moderate,75.12958945964708,Scale Up,15
2023-01-10 08:00:00,74.78431151010608,80.91150320427371,55.95506348202019,Low,72.85661941273919,Scale Down,-15
2023-01-10 09:00:00,70.99954704882579,78.86761594099238,53.545183007864075,Critical,69.86909490828343,Scale Up,15
2023-01-10 10:00:00,66.40638334430756,76.33997411460814,50.2550598852463,Moderate,66.15619588358548,No Action,0
2023-01-10 11:00:00,61.08197242763386,73.38090441155677,46.099441907868545,Critical,61.775145918857675,No Action,0
2023-01-10 12:00:00,55.357030021014175,70.20725332551226,41.56391081141047,Moderate,57.053473170442864,Scale Down,-15
2023-01-10 13:00:00,49.79587213658501,67.14160925764747,37.34319052988421,Moderate,52.509056951563586,Scale Down,-15
2023-01-10 14:00:00,44.92957698213121,64.45023381005467,33.889024997104265,Moderate,48.57766363350285,Scale Down,-15
2023-01-10 15:00:00,41.03856608398725,62.250752425239085,31.229072440761342,Moderate,45.440323257717615,Scale Down,-15
2023-01-10 16:00:00,38.21135943456891,60.579025772029425,29.22533668262615,Low,43.124454785418514,Scale Down,-15
2023-01-10 17:00:00,36.58506169861801,59.52298090921455,27.971626358582633,Moderate,41.743750393789895,Scale Down,-15
2023-01-10 18:00:00,36.45261954640506,59.24903322218968,27.873580706531392,Moderate,41.57573588116571,Scale Down,-15
2023-01-10 19:00:00,38.05201725418396,59.85887043541601,29.282437272402845,Moderate,42.840157212197354,Scale Down,-15
2023-01-10 20:00:00,41.21228017470312,61.20985276534909,32.03677770317593,Moderate,45.37645145759147,Scale Down,-15
2023-01-10 21:00:00,45.24262378129244,62.90384170382846,35.40550392682587,Critical,48.57356518715993,Scale Down,-15
2023-01-10 22:00:00,49.26704823699751,64.5068614311133,38.557610920037405,Moderate,51.69710473184023,Scale Down,-15
2023-01-10 23:00:00,52.77811049220661,65.83340008552906,41.159995707339924,Critical,54.37107441323001,Scale Down,-15
2023-01-11 00:00:00,55.92829156468784,67.04089524401586,43.546517202563194,Moderate,56.78571779606132,Scale Down,-15
