timestamp,cpu_usage,memory_usage,disk_io,business_criticality,active_servers,estimated_hourly_cost_usd,network_usage_mbps
2023-01-02 08:00:00,75.60659194372367,82.3614156804505,53.47330452626507,Moderate,5,0.9342,449.72907028135467
2023-01-02 09:00:00,66.79618850852003,79.67783596373887,65.98561550876539,Moderate,4,0.7947,418.35158135856915
2023-01-02 10:00:00,71.65864088775443,74.87504290295443,42.81061005075852,Low,4,0.8064,375.95027917361693
2023-01-02 11:00:00,56.29836308725158,70.43359209609865,50.991420882509416,Moderate,4,0.7379,401.58657291701945
2023-01-02 12:00:00,58.08788727947636,71.74642052550011,45.591302919845795,Low,3,0.6471,320.7977760117928
2023-01-02 13:00:00,42.07435984323942,73.47005480583151,38.77514979758049,Moderate,2,0.4858,279.062278873188
2023-01-02 14:00:00,40.637944645654336,72.30866353998185,39.12005408578514,Low,2,0.4782,311.16078695764094
2023-01-02 15:00:00,44.59143037292853,70.31322430299859,24.59856995813623,Critical,3,0.5909,323.54494940280455
2023-01-02 16:00:00,44.82544659881154,63.09716038518248,42.44950979344805,Moderate,3,0.5803,245.05683240249965
2023-01-02 17:00:00,40.89948503744243,61.55622186015857,43.50689643565824,Moderate,3,0.5621,226.17069657417804
2023-01-02 18:00:00,39.83963447668905,66.69839943153153,30.643250390218707,Critical,3,0.5661,248.36994300088932
2023-01-02 19:00:00,40.7257201676062,68.00986237117026,48.63793614505932,Moderate,3,0.5717,250.3970383504176
2023-01-02 20:00:00,37.95486091569398,68.83843440246066,31.226360091525493,Moderate,2,0.462,255.42045056720897
2023-01-02 21:00:00,45.934434052980954,63.64997182042712,39.97193175429405,Critical,3,0.5856,230.75101710985678
2023-01-02 22:00:00,52.17330055977364,69.51002329034895,50.91248679792276,Moderate,3,0.6199,228.89869887208155
2023-01-02 23:00:00,65.09116339039902,74.61926201809872,41.68974490809185,Low,4,0.7798,307.6181742133385
2023-01-03 00:00:00,61.442887466013325,76.0488486111478,35.19155459692944,Moderate,4,0.7674,318.5118401133093
2023-01-03 01:00:00,56.211010062068425,79.44530292299011,37.58006981589419,Moderate,4,0.752,359.77063702211734
2023-01-03 02:00:00,71.53422308304191,79.91178642023935,66.98060731552974,Critical,4,0.814,335.6740036197759
2023-01-03 03:00:00,72.09180343640679,82.40145439178478,51.95961468616336,Critical,4,0.8202,417.8255135903031
2023-01-03 04:00:00,73.63865588675814,83.03179083946772,56.65090169222635,Moderate,5,0.9274,449.6340663970629
2023-01-03 05:00:00,81.75757631918806,85.52396868148459,51.455669327656096,Low,3,0.7639,470.6989902447239
2023-01-03 06:00:00,84.0649328984602,84.35012449963261,66.08168644424724,Low,5,0.9712,447.4580838129528
2023-01-03 07:00:00,82.28454871197825,82.79421671236135,53.05445965422064,Moderate,6,1.0616,415.02456727724626
2023-01-03 08:00:00,70.74017843515838,80.25989481928639,53.11414129705875,Moderate,4,0.8114,429.9918223678037
2023-01-03 09:00:00,69.47433580978324,79.15271192216537,55.76228150206305,Moderate,4,0.8045,430.6172424992243
2023-01-03 10:00:00,67.81286103386272,77.72056815486032,42.62195589693465,Moderate,5,0.8956,370.0116888184941
2023-01-03 11:00:00,65.56787403752955,74.1143157876459,44.77583155984054,Moderate,3,0.6809,350.919346648905
2023-01-03 12:00:00,52.61462845257015,71.38156169965559,51.63988370193996,Moderate,3,0.6247,282.4038438008263
2023-01-03 13:00:00,48.593586771957234,71.27900986389285,40.766716161025,Critical,3,0.6084,356.59896635682037
2023-01-03 14:00:00,39.0819394033456,65.33767206482442,35.06516346205611,Low,2,0.4609,341.7559521151873
2023-01-03 15:00:00,34.650171025362376,60.33920851743797,32.73480557407771,Critical,3,0.5351,274.1132581522842
2023-01-03 16:00:00,41.91337541398961,63.27215825338685,26.49012286857926,Moderate,2,0.4689,274.83864355035496
2023-01-03 17:00:00,43.239674852534165,55.542492435324114,42.21395974717181,Low,3,0.5618,236.70127667595432
2023-01-03 18:00:00,36.17692782423131,56.14290925962808,22.687968863916407,Moderate,2,0.4345,223.34936008761898
2023-01-03 19:00:00,43.0767701202021,60.85390460832069,31.066609857106624,Critical,3,0.5697,281.68530262973
2023-01-03 20:00:00,42.698187607382174,62.50092051213823,32.59600288408103,Critical,3,0.5708,187.8583592676946
2023-01-03 21:00:00,41.57157160693495,58.85228090013754,41.86200298973507,Moderate,2,0.4604,307.23387330467887
2023-01-03 22:00:00,51.27467036197427,63.44902148182854,46.107079882986454,Critical,2,0.5066,270.1646836568718
2023-01-03 23:00:00,62.22170504558651,64.97903182322604,42.04162947521883,Moderate,4,0.7529,201.6494574988455
2023-01-04 00:00:00,54.013872610431974,64.82947524032781,44.131166854782215,Moderate,3,0.6198,285.58985721459135
2023-01-04 01:00:00,67.06770237432471,71.30158404856039,48.2709691808101,Low,4,0.7824,321.66248316019454
2023-01-04 02:00:00,50.79160082822219,72.56332691293946,33.63809133551837,Critical,3,0.6193,344.8453936226943
2023-01-04 03:00:00,71.87002588716135,71.96668422280426,41.41150928668881,Moderate,4,0.8026,362.0221349773483
2023-01-04 04:00:00,70.97743083175412,71.41770308645259,50.475078002239705,Moderate,4,0.7982,293.3864265304302
2023-01-04 05:00:00,70.50789203081547,69.37376241041035,51.965694095345945,Moderate,4,0.793,393.2738769863896
2023-01-04 06:00:00,72.46675519855309,77.31910640634842,47.59734255014156,Critical,4,0.8136,423.2817124445115
2023-01-04 07:00:00,60.592370681522674,73.72644614026906,60.22349023747309,Moderate,4,0.7603,353.6039290641865
2023-01-04 08:00:00,66.5540711886938,68.01924076939378,52.9258937261152,Moderate,4,0.775,472.9436198273212
2023-01-04 09:00:00,65.34653201622034,69.87849334434604,48.4330624692532,Critical,4,0.7732,317.59732835053705
2023-01-04 10:00:00,65.92155045012723,64.61942768098075,37.46495864088933,Low,3,0.6671,306.0528011767767
2023-01-04 11:00:00,50.320090115774214,60.78250031420171,41.82473979933894,Low,2,0.4985,367.8881741330065
2023-01-04 12:00:00,43.04609077839162,59.66180575608008,19.47665285895727,Critical,3,0.5676,313.6703188824502
2023-01-04 13:00:00,38.95913455565768,52.9454067075572,32.60126026191809,Moderate,2,0.4405,312.0762272369438
2023-01-04 14:00:00,41.01604142984877,51.24903558999833,30.50636138069323,Moderate,2,0.4461,291.6054980572038
2023-01-04 15:00:00,33.991324920417064,50.22513511098545,28.782340111257604,Critical,2,0.4163,200.99178386116512
2023-01-04 16:00:00,26.82098372663768,46.55154198193007,14.074875417787371,Moderate,2,0.3818,291.9828369082532
2023-01-04 17:00:00,30.558385849691213,48.94870404080001,25.58139765294985,Low,3,0.5006,115.68858694526294
2023-01-04 18:00:00,28.482458963595384,52.184488089964006,16.813096280964178,Moderate,1,0.2974,166.3318196178459
2023-01-04 19:00:00,34.3010294621012,44.68151673438121,19.60218733666016,Low,2,0.4087,177.45649448066646
2023-01-04 20:00:00,28.729221165327996,42.980573348722494,32.49108319672541,Moderate,2,0.3837,173.2355107126028
2023-01-04 21:00:00,34.471362918340255,43.55096897527353,44.55571313900559,Critical,3,0.5076,208.63203691993633
2023-01-04 22:00:00,38.794975139084535,51.07780485577352,34.3882854082063,Critical,2,0.4369,205.51881249209254
2023-01-04 23:00:00,38.48942245335768,51.721002020648854,32.183830386527504,Moderate,3,0.5367,316.91609520966256
2023-01-05 00:00:00,46.94907917206621,53.82629818331625,39.05493202594166,Moderate,2,0.4739,284.0195243625456
2023-01-05 01:00:00,51.837584026467255,55.80031909128952,48.18834179106304,Critical,4,0.6966,256.98342454689515
2023-01-05 02:00:00,55.228396903251735,52.60291488950819,49.54631752130603,Moderate,3,0.6051,409.8812377794068
2023-01-05 03:00:00,57.937056850980255,53.60361800277729,67.41096618756484,Low,4,0.7175,305.2620451701517
2023-01-05 04:00:00,54.86404065900595,61.041436906877806,45.402510292978214,Moderate,3,0.6171,367.1194496563259
2023-01-05 05:00:00,61.35979495404021,61.019137102313934,53.39255158178021,Critical,3,0.6431,377.7609754960074
2023-01-05 06:00:00,61.82795270768611,59.081458556569494,62.6015321650401,Critical,4,0.7418,442.83592087070156
2023-01-05 07:00:00,58.13786735187328,54.40723134919876,61.189046118714515,Low,3,0.6196,365.687289433614
2023-01-05 08:00:00,58.562367295904224,59.127969709437544,35.118701906498686,Low,3,0.6289,295.8549450143256
2023-01-05 09:00:00,57.40664001069696,59.273518339687186,45.82512924466253,Moderate,4,0.7245,381.36621483151714
2023-01-05 10:00:00,59.909047850776346,53.58310304081748,52.62270998253396,Low,4,0.7254,343.52278114433796
2023-01-05 11:00:00,45.86238942236261,47.218495883684994,58.41008435737691,Critical,3,0.559,279.2329182431589
2023-01-05 12:00:00,40.59760355169607,46.82176687576176,38.90066373981562,Critical,2,0.4373,284.82943127542103
2023-01-05 13:00:00,33.47122654432429,39.634863738856446,27.35467955647097,Critical,2,0.3973,275.11155764686623
2023-01-05 14:00:00,19.38574623446548,44.26504449447847,19.26993936678835,Critical,1,0.2484,226.85006983525767
2023-01-05 15:00:00,24.931164571482334,39.1805317868901,38.97822101202795,Low,2,0.3624,170.96562317085653
2023-01-05 16:00:00,22.67300293330787,32.098525532520824,26.57581243646758,Moderate,2,0.342,196.49803901195924
2023-01-05 17:00:00,33.406275276445996,35.686449373509085,14.620220022859163,Critical,2,0.3907,100.36098885516557
2023-01-05 18:00:00,20.33900030111066,37.92279397187356,19.332887559760053,Low,2,0.342,187.57414218115898
2023-01-05 19:00:00,24.48447082338012,36.22366267268903,24.22024658164508,Low,2,0.3559,120.61066595007694
2023-01-05 20:00:00,25.8092263129854,37.7632098635094,28.14385933658201,Critical,2,0.3637,136.8038875431996
2023-01-05 21:00:00,24.242806575834408,36.84776752546495,21.14784802896834,Moderate,2,0.3559,238.14565913112523
2023-01-05 22:00:00,40.68790323369301,44.556242126062315,26.838577797895383,Moderate,2,0.434,217.27750590070374
2023-01-05 23:00:00,44.034869145262846,43.467398372686056,23.567060054303763,Moderate,3,0.5457,147.29159709834832
2023-01-06 00:00:00,44.14960747591079,38.82233548002824,42.37555989758125,Moderate,3,0.5387,199.42312367048683
2023-01-06 01:00:00,40.97656831145373,46.77555084298947,36.71940738110662,Critical,2,0.4387,230.7894275371433
2023-01-06 02:00:00,57.480316459726,53.25128750357065,46.09534374698296,Moderate,4,0.7151,353.1251937353028
2023-01-06 03:00:00,47.64327381850747,51.201286073340974,55.936253947659345,Low,2,0.4725,449.0574354107313
2023-01-06 04:00:00,60.70304682344871,59.109392618994086,49.86289776585317,Low,3,0.6374,315.5547896813082
2023-01-06 05:00:00,70.53440224041962,56.07840825905372,48.89568916245301,Critical,5,0.8719,334.6841090179056
2023-01-06 06:00:00,55.00467474285397,55.99893365579145,51.32447236839395,Critical,2,0.5096,385.2549677762795
2023-01-06 07:00:00,56.03539765315165,54.069916211619045,49.58710298812845,Low,4,0.7107,481.4994662222567
2023-01-06 08:00:00,56.891132631855285,53.04505722612392,56.00444235340637,Moderate,3,0.6124,316.67654842953095
2023-01-06 09:00:00,50.20374683927251,50.6696578729007,46.69187105932855,Moderate,3,0.5819,329.8316141863694
2023-01-06 10:00:00,40.37397238203105,48.31610433287014,37.24484308085968,Moderate,3,0.5388,358.3014431811502
2023-01-06 11:00:00,43.299245569577565,48.30391454759764,44.493991991483206,Moderate,3,0.5505,258.3275299636529
2023-01-06 12:00:00,32.28590009426279,41.3119672868932,41.73126658047389,Moderate,2,0.3952,263.51005270990294
2023-01-06 13:00:00,34.82204582593744,38.42146581989433,19.86672199940631,Moderate,2,0.4008,220.30608052965658
2023-01-06 14:00:00,23.318135675531448,36.12505900394562,36.53167589509671,Critical,2,0.3511,229.48159606417863
2023-01-06 15:00:00,32.075593957674336,43.96524440212026,25.63109391370051,Low,2,0.3986,166.95172236792465
2023-01-06 16:00:00,18.0453511443018,38.37867355636262,23.252393843423576,Low,2,0.3336,109.65199546185447
2023-01-06 17:00:00,19.3976812346393,37.37883521235273,27.562022983056742,Low,1,0.2374,134.34358984655486
2023-01-06 18:00:00,25.61458986203665,33.72964340554862,16.909246712152587,Low,1,0.2564,157.5139394778683
2023-01-06 19:00:00,17.396537261579887,39.954019535696496,29.015154929199426,Moderate,1,0.2335,108.57904101020654
2023-01-06 20:00:00,28.02132303907829,39.59304029528897,22.150403573473213,Critical,2,0.3754,166.33520934711805
2023-01-06 21:00:00,37.848986610500376,43.00409508273628,17.734061911394583,Critical,1,0.3202,153.65124079816687
2023-01-06 22:00:00,28.487550145110525,42.253523952424814,24.92920534942467,Critical,2,0.3816,225.19233242840727
2023-01-06 23:00:00,43.071455995125575,48.70323662594882,40.04329618155461,Moderate,2,0.4502,216.94070671164772
2023-01-07 00:00:00,43.68619885727402,47.30867671442841,29.575114063053345,Moderate,3,0.5504,190.26499283069398
2023-01-07 01:00:00,51.94110850627877,49.35522232685727,51.635513791808776,Low,2,0.4867,288.45153145456374
2023-01-07 02:00:00,47.102680844198645,56.74179160459667,52.5666211235492,Moderate,4,0.6792,327.3564932656442
2023-01-07 03:00:00,51.17994355545782,52.44349722016631,56.87936729406098,Moderate,3,0.5886,374.70887901512805
2023-01-07 04:00:00,63.8123449289901,60.74058007625336,50.914194700206565,Moderate,3,0.6524,289.73398448913144
2023-01-07 05:00:00,64.80024121491321,62.444753420133466,53.35811068384998,Critical,4,0.7591,370.4435153022669
2023-01-07 06:00:00,65.23704843025985,58.3845698573312,43.62465295550799,Low,4,0.7544,323.01124752204333
2023-01-07 07:00:00,64.91468914069547,58.4674683140421,58.273013228301835,Moderate,4,0.7532,404.9644568439907
2023-01-07 08:00:00,57.59053977745944,59.47752017401981,52.23901534298776,Critical,3,0.6255,340.0797239384656
2023-01-07 09:00:00,58.7558993073091,59.61629597712174,50.92389450942813,Low,3,0.6304,334.8244360942155
2023-01-07 10:00:00,54.73497784586259,56.477836446686254,55.44499586908598,Moderate,3,0.6093,335.30661422749574
2023-01-07 11:00:00,44.78854139044563,56.11780211951691,35.61924159813741,Moderate,3,0.5689,305.4488512218973
2023-01-07 12:00:00,52.584052276103314,57.89504152010642,35.063765765567304,Moderate,4,0.703,332.79661066456305
2023-01-07 13:00:00,40.726894679160694,48.9814666013783,34.47355603886485,Moderate,3,0.5413,254.7732453746565
2023-01-07 14:00:00,28.09991515557032,43.560867936786146,22.32472876095057,Critical,2,0.3821,180.0396111387978
2023-01-07 15:00:00,33.978703016076295,49.86107106866153,24.94992627246349,Low,3,0.5157,335.701340938079
2023-01-07 16:00:00,23.678043499467467,51.722339946065105,28.015069987976716,Low,3,0.4775,238.19630576994686
2023-01-07 17:00:00,31.74374010983143,47.84415610964291,21.63786579999707,Moderate,3,0.5035,201.45732324566688
2023-01-07 18:00:00,34.341178872274725,44.14073719344201,33.54160591831102,Moderate,3,0.508,118.48298888666591
2023-01-07 19:00:00,26.639603968902335,48.50055061933325,15.355609755599607,Low,1,0.2842,104.06321649377112
2023-01-07 20:00:00,39.07384055047683,47.646588689310434,36.333698812370386,Moderate,3,0.5325,181.00187134193024
2023-01-07 21:00:00,40.920458266057736,55.60507592966037,36.458655389222486,Low,3,0.5526,183.1599228907313
2023-01-07 22:00:00,48.33821549382556,52.68393625582484,31.783173378245294,Moderate,3,0.5776,271.1800219573339
2023-01-07 23:00:00,59.48396491326973,59.09961363951539,33.52914002239001,Moderate,4,0.7325,293.4629687222177
2023-01-08 00:00:00,48.77305941998565,56.98698652111828,25.438021679302835,Moderate,3,0.5863,292.3814736786711
2023-01-08 01:00:00,52.00340448435944,63.64266659148474,38.66880142196173,Moderate,3,0.6098,385.99264839306744
2023-01-08 02:00:00,56.69587422049713,65.22446552081519,55.499879519510515,Critical,3,0.6311,298.4358032124793
2023-01-08 03:00:00,61.663988670917554,69.52812716780544,51.133099785312275,Moderate,3,0.6579,392.5267138071242
2023-01-08 04:00:00,68.87147589226859,71.19482395586024,62.20878447442431,Moderate,4,0.7894,401.97146146998494
2023-01-08 05:00:00,73.1575588968455,69.63603969732463,51.2822224554209,Moderate,4,0.804,470.4670261752635
2023-01-08 06:00:00,73.57513690553091,75.21478017009753,61.03392842113905,Critical,4,0.8146,378.43901124440777
2023-01-08 07:00:00,75.58446439457603,73.18130682618812,50.41308847070111,Moderate,5,0.9194,535.6489358616557
2023-01-08 08:00:00,69.36907448648236,69.65111265683272,46.97785693512976,Moderate,4,0.7889,391.27943598200847
2023-01-08 09:00:00,73.21123774420302,78.01637181972097,50.37733288064374,Low,4,0.8177,365.8726786386412
2023-01-08 10:00:00,60.31898575920847,70.92467359132391,43.15837483269035,Low,3,0.6548,472.14699420950603
2023-01-08 11:00:00,70.34566611256857,66.93411577730785,33.253488342030984,Low,4,0.7885,352.86014105227144
2023-01-08 12:00:00,54.76803825824757,69.42849884116418,38.86281460921108,Critical,4,0.7302,300.67702939151053
2023-01-08 13:00:00,42.444596738549414,68.58904540603088,37.11823472610323,Low,3,0.5795,274.1009555681497
2023-01-08 14:00:00,37.05090668819035,60.79376438732327,41.92575514809016,Critical,2,0.4455,216.40238269981208
2023-01-08 15:00:00,41.42169869086402,60.89559524148527,36.977458582203255,Critical,3,0.5631,238.81092642368145
2023-01-08 16:00:00,35.70023798016014,56.10753784855168,37.23707373743041,Critical,3,0.5326,231.67377851248563
2023-01-08 17:00:00,39.58541829192998,58.53492086371104,33.061866553536625,Low,3,0.552,234.35080147592208
2023-01-08 18:00:00,39.05087027412043,59.0115173192459,30.775209949864557,Critical,3,0.5506,262.4652349489304
2023-01-08 19:00:00,38.43321833581002,61.50822981755404,21.356641012232064,Critical,3,0.5521,216.1919098122453
2023-01-08 20:00:00,37.983804788778755,63.94166079015469,33.50381225371669,Critical,3,0.5542,238.44036850565865
2023-01-08 21:00:00,39.138329477981614,67.14001274930926,39.935919491844,Moderate,3,0.564,283.8170011877315
2023-01-08 22:00:00,49.73543109227267,69.06087217095202,49.83708471611182,Low,4,0.7094,248.68127701014498
2023-01-08 23:00:00,61.89520908558544,67.78759479106463,48.61062734910673,Moderate,4,0.756,273.5687545405788
2023-01-09 00:00:00,58.92218201818696,68.96216862908067,52.60854069100592,Moderate,4,0.746,350.87568339364776
2023-01-09 01:00:00,57.24633978852339,73.1773922415935,40.86251545727011,Critical,4,0.7461,432.26830750250315
2023-01-09 02:00:00,69.55263179016767,76.79168996488929,49.65635994759638,Critical,5,0.9011,448.59409591086524
2023-01-09 03:00:00,75.04256353258653,83.20956853676736,58.217623133990685,Critical,5,0.9333,464.24178899206
2023-01-09 04:00:00,72.02985397524466,78.42719040576925,65.79066550533497,Moderate,4,0.8136,465.5780952437354
2023-01-09 05:00:00,79.22162175453933,82.02556743905897,58.105318029945025,Moderate,5,0.9481,427.9710525139466
2023-01-09 06:00:00,79.28305477656231,86.39366988732985,58.90722772407478,Critical,4,0.8554,381.9430630275984
2023-01-09 07:00:00,72.32353090486389,82.31272272515929,63.54047794962346,Low,5,0.921,352.3020438499545
2023-01-09 08:00:00,77.46301486915476,83.55296619043968,49.04079270874302,Low,5,0.9435,478.26046951675755
2023-01-09 09:00:00,74.88866578514072,80.08672971464453,65.44964314704403,Critical,5,0.9277,441.8193566561612
2023-01-09 10:00:00,72.96117254311487,79.12120246590706,44.61101096109667,Critical,4,0.8184,359.3854386842374
2023-01-09 11:00:00,67.6715915972812,75.19512139230648,33.45199794911946,Moderate,4,0.791,383.9450702528335
2023-01-09 12:00:00,50.155222464667126,75.28988335678886,42.91142046640312,Critical,2,0.5211,303.5910286814063
2023-01-09 13:00:00,47.18358526306269,66.14191826866298,50.8335606987169,Moderate,2,0.4946,304.0658124275455
2023-01-09 14:00:00,49.85405122618979,67.45013519657516,39.589169635778255,Moderate,3,0.6073,233.27410728576692
2023-01-09 15:00:00,46.17605394814396,67.63980218066614,37.976346432764686,Low,4,0.6929,338.11051742643673
2023-01-09 16:00:00,43.70835213036472,67.14597473464671,31.144952574972937,Moderate,2,0.4823,236.9114760670552
2023-01-09 17:00:00,59.30630108476619,69.49619869931115,28.966335488895357,Critical,3,0.6484,263.29466591703084
2023-01-09 18:00:00,43.27232844209608,64.03542158599511,19.499151918751704,Critical,3,0.5755,257.46813174071605
2023-01-09 19:00:00,47.90906684645564,70.54300762195909,15.86048942543514,Critical,3,0.6045,341.9428912866939
2023-01-09 20:00:00,50.11747968499713,65.66085410688015,35.39346198146098,Moderate,4,0.7055,291.0505716183292
2023-01-09 21:00:00,52.79061135148349,73.67810087777434,46.35675215768167,Moderate,3,0.629,270.23634396548545
2023-01-09 22:00:00,52.90014819137085,74.56307842509446,43.29819928529762,Low,3,0.6309,272.5659499579427
2023-01-09 23:00:00,63.60039836177077,71.96795265005998,49.26797281901631,Moderate,3,0.6696,358.4807331427465
2023-01-10 00:00:00,55.86066994548316,75.508311739012,55.94842082856229,Moderate,3,0.6443,326.63728568203123
2023-01-10 01:00:00,63.84211780518205,76.98967332858608,51.16345723531357,Moderate,3,0.6786,398.87670785488615
2023-01-10 02:00:00,67.48698549692241,81.35577963441824,51.696235666057795,Critical,3,0.7001,350.2236540422512
2023-01-10 03:00:00,74.42658553541999,80.73928820687014,49.93311360108435,Low,5,0.9269,356.2268126873269
2023-01-10 04:00:00,88.59655872165548,81.85545578739921,72.10654697696044,Critical,5,0.9854,371.10640918895916
2023-01-10 05:00:00,69.36286891202498,87.57439430711769,62.93085232997924,Critical,5,0.9176,442.25354324093473
2023-01-10 06:00:00,82.34123623785301,83.11536486179287,52.838099477507605,Critical,4,0.8623,436.35125303785037
2023-01-10 07:00:00,69.56456876044899,85.0762707047948,50.32720499418407,Moderate,4,0.8144,489.9846597046643
2023-01-10 08:00:00,72.5766067223244,80.38894676156593,65.3244285791904,Low,4,0.8189,397.11560871304533
2023-01-10 09:00:00,76.46515067387614,83.9088274247205,46.403546691291645,Critical,4,0.8401,383.1706141286376
2023-01-10 10:00:00,66.47794397232221,74.23179013033601,63.04711649016921,Moderate,4,0.7847,470.96165010234705
2023-01-10 11:00:00,55.30142451227123,71.46945902721015,26.73066786680514,Critical,4,0.7356,412.1479862310314
2023-01-10 12:00:00,51.43398109549676,74.81263398796753,51.78258295994691,Moderate,4,0.7254,433.7196201695496
2023-01-10 13:00:00,52.919870399949694,65.91600510715354,41.17719905654071,Moderate,4,0.7171,378.97206875588097
2023-01-10 14:00:00,40.96178111479006,69.34540321507784,34.98152837645573,Moderate,3,0.5748,315.75219772453625
2023-01-10 15:00:00,41.713497093675606,64.96172581764188,30.00254356253831,Moderate,2,0.4708,246.08602792669095
2023-01-10 16:00:00,38.07860550153769,60.15738877572184,42.44917748057341,Low,2,0.4486,244.2035942363819
2023-01-10 17:00:00,33.20047297165097,54.20120703227939,33.190305517695755,Moderate,2,0.4195,224.69737787111674
2023-01-10 18:00:00,47.25669887875961,59.329194489030435,22.050643515386717,Moderate,5,0.784,212.0262304272637
2023-01-10 19:00:00,41.22870074233204,60.15125297476076,17.557757031156942,Moderate,3,0.5612,212.97157308316412
2023-01-10 20:00:00,30.764294548855965,64.45338370869162,33.03190441171254,Moderate,2,0.4262,267.1942188774906
2023-01-10 21:00:00,45.729441953807715,67.35277609936986,34.79316750504122,Critical,3,0.5907,225.3602192258261
2023-01-10 22:00:00,46.158760010590264,62.54251238735755,27.745786049802415,Moderate,3,0.5847,265.616804314255
2023-01-10 23:00:00,58.793688887237785,69.20082861184956,41.87800642825198,Critical,4,0.7459,283.7422795339893
2023-01-11 00:00:00,50.23039911381823,68.58571067701266,38.078958971471465,Moderate,3,0.6107,353.779308884886
2023-01-11 01:00:00,58.67080188792019,71.69102882697288,46.03625638155932,Moderate,3,0.6494,339.81548003160907
2023-01-11 02:00:00,66.4152627435732,71.93988025870433,54.62454820605143,Critical,3,0.6808,402.81393138652965
2023-01-11 03:00:00,72.08928933613583,66.19655768948007,62.982706136281486,Moderate,4,0.7943,359.0536661571043
2023-01-11 04:00:00,64.54071345528438,72.58932157021408,61.07274709187851,Low,4,0.7743,389.8925377749131
2023-01-11 05:00:00,70.33042260394006,69.95558869632002,50.84679958117258,Moderate,3,0.6933,480.4644653890533
2023-01-11 06:00:00,69.63322476007079,72.45073427124836,58.57472540569485,Critical,4,0.7945,377.84347400705553
